dataset,cell,accuracy,precision,#TP,#GT,#FP,TP_list,FP_list
ccle,BT474,0.9130434782608695,0.10294117647058823,21,23,183,"['ZMYND8--CEP250', 'RPS6KB1--SNF8', 'ACACA--STAC2', 'STX16--RAE1', 'TOB1--SYNRG', 'MED1--STXBP4', 'RAB22A--MYO9B', 'MED1--ACSF2', 'STARD3--DOK5', 'AHCTF1--NAAA', 'GLB1--CMTM7', 'VAPB--IKZF3', 'TRPC4AP--MRPL45', 'MED13--BCAS3', 'FAM102A--CIZ1', 'USP32--MED1', 'DIDO1--TTI1', 'CPNE1--PI3', 'SKA2--MYO19', 'LAMP1--MCF2L', 'PIP4K2B--RAD51C']","['THRA--THRA1/BTR', 'STX16-NPEPL1--RAE1', 'BCAS1--AL357558.1', 'BCAS1--LINC01522', 'VAPB--AL499627.1', 'VAPB--MIR1-1HG-AS1', 'TPD52L2--DNAJC5', 'PSEN2--TRAPPC11', 'PSEN2--AC108477.1', 'BCAS1--B4GALNT2P1', 'BCAS1--B4GALNT2', 'ZC3H11A--CNOT6L', 'ZBED6--CNOT6L', 'ASTN2--AL354754.1', 'RABGAP1L--RPS27P5', 'RABGAP1L--PSEN2', 'TRIM37--MYO19', 'MEF2D--OR10J1', 'FITM2--UQCC1', 'TPM4--SYCE2', 'PPP6R3--SHANK2', 'PWRN1--AC023449.1', 'PWRN1--ATP10A', 'CBFA2T2--RPSAP1', 'CBFA2T2--NFATC2', 'PPP1R12A--MGAT4C', 'PLEKHA6--RF00571', 'PLEKHA6--AC018710.1', 'ZFP64--PHACTR3', 'BCAS3--AC034268.2', 'AC016205.1--TMEM241', 'NUMA1--FCHSD2', 'AL109827.1--PI3', 'HEATR6--TEX14', 'MGAT4C--OTOGL', 'NCOA2--ZNF704', 'SCARB2--AL359837.1', 'SCARB2--LARP7P1', 'AC021193.1--MPZL1', 'NDUFB5P1--MPZL1', 'RBM12--PI3', 'ZNF185--GABRA3', 'DHX40--AC005771.1', 'DHX40--AC007423.1', 'ARRB1--YAP1', 'ARRB1--AP000942.1', 'PPP1R12A--RNU7-106P', 'PPP1R12A--OTOGL', 'SNX25--LINC01353', 'SNX25--LINC01136', 'FCHSD2--LRTOMT', 'FCHSD2--AP000812.5', 'KAT6A--PLAT', 'PTRH2--BCAS3', 'GABRB3--RYR3', 'PPP1R9A--WDR66', 'CYP4F8--ILVBL', 'CPNE1--WFDC12', 'ERBIN--NLN', 'PRKCA--BCAS3', 'EDEM2--AL137078.2', 'EDEM2--AL049541.1', 'SLC35F3--RNU4-77P', 'SLC35F3--KCNK1', 'SECTM1--GCGR', 'CBFA2T2--IKZF3', 'AL109827.1--WFDC12', 'FBXL20--GALNT17', 'MEF2D--AL663023.1', 'AL670729.1--ASH1L', 'RB1CC1--PDCL2P2', 'RB1CC1--SYVN1', 'RB1CC1--HIGD1AP10', 'PPP1R12A-AS1--PTPRQ', 'AC005771.1--CACNG5', 'AC007423.1--CACNG5', 'PHACTR3--AL160413.1', 'PHACTR3--CBLN4', 'POLA2--MAP3K11', 'AP000944.2--MAP3K11', 'ACSF2--C17orf112', 'ACSF2--MTCO1P40', 'THRA--SKAP1', 'HEATR6--KCNJ2', 'HEATR6--CALM2P1', 'RTF2--RF00322', 'RTF2--LINC01950', 'EPN3--AC091180.5', 'STAU1--ARFGEF2', 'TOM1L1--MTCO1P40', 'TOM1L1--AC034268.2', 'PDCD6--PDCD6', 'KDM5B--DNAH14', 'MAP3K11--AP005233.2', 'GRHL2--AP001330.1', 'GRHL2--RNU7-67P', 'PCNX3--AP003071.2', 'PCNX3--MYEOV', 'BCAS1--IGF2BP1', 'KIF1A--SNED1', 'KIF1A--AC005237.1', 'SKA2--TRIM37', 'RB1CC1--SPDYC', 'EIF4ENIF1--AC129926.2', 'EIF4ENIF1--AC129926.1', 'VWCE--AP001001.2', 'VWCE--AP002001.1', 'AC005746.1--MED13', 'DDX27--RPSAP1', 'DDX27--NFATC2', 'STK4--TSHZ2', 'KCNS1--TSHZ2', 'SLC2A8--TSHZ2', 'STK4--AL109930.1', 'KCNS1--AL109930.1', 'AUTS2--TYW1B', 'ARPC4-TTLL3--SETD5', 'ARPC4--SETD5', 'SCARB2--PRELP', 'ACSF2--TBC1D3P1-DHX40P1', 'ACSF2--DHX40P1', 'PTPA--AL160413.1', 'PTPA--CBLN4', 'INPP4B--AC139713.2', 'TBC1D3P2--ERN1', 'ERN1--TBC1D3P2', 'CDK12--HELZ', 'AC015813.6--AC005771.1', 'AC015813.6--AC007423.1', 'AC022730.2--ZNF704', 'RBM12--WFDC12', 'PTRH2--PRKCA', 'NVL--ENAH', 'CLU--LINC01947', 'CLU--AC091819.2', 'RPRD1B--GID8', 'BRD4--RFX1', 'USP32--AC034268.2', 'BCAS3--TANC2', 'BCAS3--AC015923.1', 'CLU--TENM2', 'NUMA1--SHANK2', 'ERN1--AC053481.3', 'NUP54--MRPL1', 'SCARB2--MRPL1', 'BCL7A--PPP1R9A', 'PDCD6--AHRR', 'AUTS2--AUTS2', 'MED1--C17orf112', 'MED1--MTCO1P40', 'GCNT1P5--GSAP', 'PTPN12--GSAP', 'AC004554.2--ARHGAP6', 'ASTN2--AL160272.1', 'AL391684.1--GOT1', 'BFSP2-AS1--TMEM108', 'RF00019--BCLAF3', 'MAP7D2--BCLAF3', 'TXNL4A--PQLC1', 'AC091057.6--AC091057.1', 'MRPL39--LINC00158', 'MRPL39--AP000221.1', 'ASTN2--AL160272.2', 'KRT8--KRT7', 'CEP250--GDF5', 'PPEF2--CNOT6L', 'FBXO41--RNU6-111P', 'FBXO41--AC074008.2', 'NUP35--LIN28AP1', 'NUP35--CACYBPP2', 'HTD2--PXK', 'GOLT1A--RPS27P5', 'GOLT1A--PSEN2', 'AC073529.1--MID1', 'SNX25--BTG2', 'TADA2A--AL589743.4', 'SEPT4-AS1--BCAS3', 'TRPS1--LINC00536', 'SPINDOC--MYEOV', 'ERP29--MAPKAPK5', 'DNAH14--CNIH3', 'MEF2D--AL606752.1', 'LONP2--ABCC11']"
ccle,MCF7,0.8666666666666667,0.0456140350877193,13,15,272,"['BCAS4--BCAS3', 'RPS6KB1--VMP1', 'ARFGEF2--SULF2', 'PAPOLA--AK7', 'SMARCA4--CARM1', 'ADAMTS19--SLC27A6', 'AC099850.1--VMP1', 'MYO9B--FCHO1', 'ATXN7L3--FAM171A2', 'SULF2--PRICKLE2', 'AHCYL1--RAD51C', 'MYH9--EIF3D', 'RPS6KB1--DIAPH3']","['FOXA1--TTC6', 'NCOA3--AL499605.1', 'NCOA3--AL596327.1', 'ZNF217--SULF2', 'ATXN7--AL355306.2', 'ATXN7--AL499605.1', 'TBX2-AS1--UBE2V1', 'TBX2-AS1--TMEM189-UBE2V1', 'TANC2--CA4', 'TXLNG--SYAP1', 'GCN1--MSI1', 'DEPDC1B--ELOVL7', 'DDX42--SLC2A10', 'DDX42--RN7SKP33', 'NCOA3--AL355306.2', 'POP1--MATN2', 'TEX14--PTPRG', 'ATP9A--RNU7-92P', 'ATP9A--AL357558.2', 'TPD52L2--PRELID3BP3', 'TPD52L2--AC005972.3', 'RSBN1--AP4B1-AS1', 'USP32--PPM1D', 'NCOA3--LINC01661', 'NCOA3--PRMT6', 'TAF4--BRIP1', 'TRAPPC4--DSCAML1', 'MYO6--SENP6', 'FBRSL1--AC079031.2', 'FBRSL1--FBRSL1', 'USP32--APPBP2', 'NAV1--GPR37L1', 'ATP9A--LINC01522', 'ATP9A--AL139351.1', 'GRHL2--AP001207.3', 'AP001207.3--GRHL2', 'PREX1--LINC01754', 'PREX1--RPL35AP', 'ABCA5--PPP4R1L', 'BCAS3--SNTN', 'BCAS3--AC104162.1', 'ESR1--CCDC170', 'TOP1--RNA5SP484', 'TOP1--RNU2-52P', 'SULF2--SULF2', 'RNU7-173P--SULF2', 'NAV1--AL691482.2', 'NAV1--RF00019', 'BCAS1--AL139351.1', 'BCAS1--LINC00494', 'UNK--ABCA5', 'UNK--RF00561', 'TBL1XR1--RGS17', 'GATAD2B--NUP210L', 'DHX30--EMCN', 'AC011921.1--PLPPR5', 'TTC6--AL121790.1', 'RAD51C--ATXN7', 'AC023055.1--OLA1P3', 'AC023055.1--GSTP1P1', 'SARNP--OLA1P3', 'SARNP--GSTP1P1', 'RSBN1--AP4B1', 'PKP2--PKP2', 'PKP2--AC087311.1', 'PRPF18--BEND7', 'BEND7--PRPF18', 'ARRB1--KLHL35', 'LEMD3--AC002375.1', 'TRIM37--RPS6KB1', 'TRIM33--TRIM33', 'CD180--AC112206.2', 'AC010420.1--AC112206.2', 'BCAS3--ATXN7', 'ANO6--AC087311.2', 'ANO6--SYT10', 'RSRC1--AC131211.1', 'RSRC1--TOMM22P6', 'PAWR--AC073569.2', 'RSBN1--VAV3', 'AL157392.5--BEND7', 'PDE8A--SCAND2P', 'SMARCC1--EMCN', 'RSRC1--OTOL1', 'SLC25A19--RNU7-6P', 'SLC25A19--ZFP64', 'HOOK3--AC024153.1', 'HOOK3--RNU6-472P', 'AC010173.1--SLC16A7', 'ATP1A1--ZFP64', 'CHEK2--Z93930.2', 'UBE2E2--LINC02005', 'ZBTB38--IFT122', 'KRT18P35--IFT122', 'AL355306.2--BCAS1', 'AL499605.1--BCAS1', 'DDHD1--AL365295.1', 'COQ2--ABRAXAS1', 'AC011921.1--AL445433.2', 'TAOK1--NUFIP2', 'DENND2C--RNU7-14P', 'DENND2C--AC006076.1', 'B3GNTL1--SLC9A8', 'RSBN1--DCLRE1B', 'NHP2--FAM153C', 'AC136632.2--FAM153C', 'PARD6B--CADPS', 'PARD6B--AC096915.1', 'RIPOR3--EYA2', 'PTPRG--SNTN', 'PTPRG--AC104162.1', 'SGF29--SEC22B', 'TEX14--CYP24A1', 'TEX14--PFDN4', 'AP001347.1--ANKRD20A11P', 'SGPP2--ULK4', 'MB21D2--FGF12', 'TBL1XR1--RNA5SP224', 'KCND3--PPM1E', 'PTPRG--ITPRID1', 'ATXN7--BCAS1', 'AC109361.2--TBCK', 'SS18L1--MTG2', 'SS18L1--HRH3', 'VTCN1--VTCN1', 'RF00017--VTCN1', 'PPP4R1L--TBX4', 'PPP4R1L--NACA2', 'BCAS4--ZMYND8', 'NR4A2--GPD2', 'GPD2--GPD2', 'ELP2--SLC39A6', 'SLC39A6--ELP2', 'EIF3H--RAD21', 'TEX14--PTPRT', 'ELP2--RNA5-8SN2', 'ELP2--RPSAP68', 'AL450990.1--KCTD3', 'KCTD3--KCTD3', 'MTAP--CDKN2B-AS1', 'MYH9--AL022313.1', 'MYH9--AL022313.3', 'ATP1A1--AL158073.1', 'ATP1A1--AL353780.1', 'BMP7--SULF2', 'GATAD2A--MAU2', 'ATP1A1--RNU7-6P', 'ZBTB25--AL049869.1', 'BCAS4--LINC01441', 'NFATC2--MTG2', 'ATP9A--MTG2', 'SARNP--MMP19', 'AC023055.1--MMP19', 'NCOA3--ZNF217', 'HIPK1--DENND2C', 'PDCD6--PDCD6', 'ANKS1A--UHRF1BP1', 'NCOA3--AC005808.1', 'FNDC3B--PLOD2', 'AL138749.1--AL138749.1', 'RPS20P25--AL138749.1', 'DPY19L4P1--SH3BP5L', 'SH3BP5L--SH3BP5L', 'FTX--FTX', 'LDAH--LDAH', 'LDAH--AC012361.1', 'SYTL2--PICALM', 'SYNPR--AMPD1', 'SNTN--AMPD1', 'PTPRG-AS1--PTPRG', 'MYH9--LINC01532', 'MYH9--UQCRFS1', 'PLCG1--TOP1', 'USP31--CRYL1', 'PSMD6--BCAS1', 'PRICKLE2-AS1--BCAS1', 'VAV3--AP4B1-AS1', 'GSN--SMIM22', 'BMP7--PRICKLE2-AS1', 'TDRKH--PRICKLE2', 'FBXW8--FBXW8', 'FBXW8--TESC', 'AL137856.1--PTPN22', 'FNDC3B--AC107021.1', 'RNU6-472P--SLC16A7', 'RF00019--SLC16A7', 'TIMM44--PTDSS2', 'ELAVL1--PTDSS2', 'HOOK3--RNU6-400P', 'AC138393.1--FBXO28', 'AC138393.2--FBXO28', 'SZRD1--FBXO42', 'MTAP--CDKN2A', 'DYNC1H1--DYNC1H1', 'TRIM37--TRIM37', 'ARFGEF1--ARFGEF1', 'NAV1--ELF3', 'NAV1--AL691482.1', 'PDCD6--AHRR', 'FAM185A--FBXL13', 'AL445472.1--KLF8', 'KLF8--KLF8', 'FRG1HP--DUX4L50', 'AC103770.1--TMEM64', 'ADAM9--ADAM32', 'TIMM23B--AGAP6', 'PNPLA7--DPH7', 'SLC5A4P1--OR8A1', 'OR8D1--OR8A1', 'AC100801.1--ATP6V0D2', 'AC016956.1--SYT10', 'RNU6-400P--SYT10', 'CST9--CST9L', 'ZEB2P1--LDB2', 'AC091057.6--AC091057.1', 'AC110285.6--TMEM105', 'ARL1--UTP20', 'IFT52--PHTF1', 'TRMT11--PPP1R14BP5', 'TRMT11--CENPW', 'DUSP16--AC092824.1', 'DUSP16--CREBL2', 'CCDC171--CCDC171', 'SLC2A13--SLC2A13', 'DNAJC15--DNAJC15', 'DNAJC15--LINC00400', 'AP3S1--LVRN', 'KCNK2--AL450990.1', 'UBXN2A--MFSD2B', 'SIPA1L3--SIPA1L3', 'HIPK1--RNU7-14P', 'HIPK1--AC006076.1', 'YAF2--GXYLT1', 'GNA13--AMZ2P1', 'GNA13--GNA13', 'ZMYND8--USP32', 'PRIM2--PRIM2', 'PRIM2--AL021368.3', 'ZADH2--AC015819.4', 'ZADH2--ZADH2', 'LYPLAL1--AL360093.1', 'LYPLAL1--AC096642.1', 'PROSER2-AS1--PROSER2-AS1', 'VPS35L--IQCK', 'AC073508.1--KRT24', 'RNU6-5P--SCRN3', 'ZNF66--AC008739.2', 'ZNF66--ZNF85', 'CTCF--SERINC2', 'AP3D1--PACS2', 'FAM49B--ASAP1', 'ADAMTS19--ISOC1', 'SART3--CORO1C', 'UBE2V1--TBX2', 'SEPT9--SEC14L1', 'CHEK2--XBP1', 'SETBP1--SLC14A2', 'AC140504.1--ABCC1', 'C16orf45--ABCC1', 'SLAIN2--POMT1', 'LEMD3--CCDC63', 'ATP9A--AL357558.1', 'ZBTB25--AL049869.2', 'BAG1--PPP4C', 'CNOT1--GOT2', 'LINC00052--EIF3E', 'RNF121--NUMA1', 'NUMA1--RNF121', 'NRDC--OSBPL9', 'TUBG2--TUBG1', 'ZNF337--ZNF337-AS1', 'SARNP--DNAJC14']"
ccle,SKBR3,0.8333333333333334,0.08771929824561403,10,12,104,"['CYTH1--EIF3H', 'TATDN1--GSDMB', 'SUMF1--LRRFIP2', 'CSE1L--AL035685.1', 'PREX1--CPNE1', 'ANKHD1--PCDH1', 'CCDC85C--SETD3', 'RARA--PKIA', 'KLHDC2--SNTB1', 'DHX35--ITCH']","['TRAM1--AC022730.2', 'TRAM1--AC022730.3', 'CPNE1--PREX1', 'DSP--AL355499.1', 'DSP--AL355499.2', 'ANKHD1-EIF4EBP3--PCDH1', 'SMG5--SMG5', 'TAF2--COLEC10', 'STAU1--TOX2', 'VSTM2L--CTNNBL1', 'ATAD5--TLK2', 'PBRM1--WDR82', 'TBC1D31--ZNF704', 'KPNA6--KHDRBS1', 'MB21D2--RTP2', 'GALNT1--SMAD2', 'GALNT1--ZBTB7C', 'TRIO--FBXL7', 'PVT1--LINC00536', 'SLC45A4--LINC00824', 'MB21D2--LINC02041', 'MB21D2--SST', 'ABCB9--ACOT13', 'KLHDC2--CEP112', 'MECOM--LMCD1-AS1', 'TBC1D31--SLC30A8', 'SCAF1--ALDH16A1', 'IMPDH1P8--MBNL1', 'GALNT15--MBNL1', 'BLOC1S6--AKAP13', 'AC090527.2--AKAP13', 'IQSEC1--IMPDH1P8', 'IQSEC1--GALNT15', 'RPTOR--RNF213', 'AC011477.1--MTSS1', 'MTSS1--AC034114.2', 'AC025881.1--ZHX2', 'CARSP2--ZHX2', 'NOL8--OMD', 'SNRNP48--AL390026.1', 'SNRNP48--BMP6', 'MYO5B--CFAP53', 'SGK2--AL139351.1', 'SGK2--LINC00494', 'NCOA2--CALB1', 'NCOA2--LINC00534', 'SAMD12--MRPL13', 'CSE1L--KCNB1', 'AC138646.1--OSGIN2', 'AC100870.1--OSGIN2', 'TRAM1--CALB1', 'TRAM1--LINC00534', 'MTBP--SAMD12', 'AMZ2--PCAT1', 'AMZ2--POU5F1B', 'AMZ2--CASC8', 'STS--AC120338.1', 'STS--VCX', 'TRAM1--REXO1L11P', 'TRAM1--NCOA2', 'KRT8--KRT7', 'EIF2B5--AC092941.1', 'EIF2B5--AC022498.1', 'ACOT8--WASH3P', 'PLCD4--CXCR2', 'PREX1--AL139351.1', 'PREX1--LINC00494', 'NEMF--CEP112', 'DIAPH1--AC005740.2', 'DIAPH1--NDFIP1', 'SAMD12-AS1--COLEC10', 'AC098487.1--SLC39A8', 'TRAPPC12--COLEC11', 'AC091057.6--AC091057.1', 'MPZL2--AP001582.1', 'MPZL2--CD3D', 'VTCN1--PIK3CA', 'KRT8--KRT85', 'PTPRG-AS1--PTPRG', 'XYLT1--XYLT1', 'AC109495.1--XYLT1', 'DEPDC1B--PDE4D', 'PLXDC1--MTBP', 'NDUFB2--AC118553.2', 'NDUFB2--MFSD14A', 'DUS1L--CCDC57', 'TRAM1--LACTB2', 'FNDC3B--PDCD10', 'ACOT11--AL603840.1', 'EIF2B5--LINC01991', 'PPA2--TBCK', 'TBCK--PPA2', 'PAPSS1--PPA2', 'PLOD1--PLOD3', 'SLC30A7--SRSF11', 'TPD52L1--HDDC2', 'AC092042.3--PDE4D', 'CAPN1--CAPN2', 'PRCC--NAXE', 'PRKAR1B--DNAAF5', 'PSMA3-AS1--PSMA3', 'SUPT6H--KIAA0100', 'KIAA0100--SUPT6H', 'ST3GAL4--DCPS']"
edgren,BT474,0.6956521739130435,0.3076923076923077,16,23,36,"['RPS6KB1--SNF8', 'VAPB--IKZF3', 'ZMYND8--CEP250', 'MED1--ACSF2', 'STX16--RAE1', 'AHCTF1--NAAA', 'TOB1--SYNRG', 'MED1--STXBP4', 'RAB22A--MYO9B', 'ACACA--STAC2', 'STARD3--DOK5', 'DIDO1--TTI1', 'GLB1--CMTM7', 'MED13--BCAS3', 'CPNE1--PI3', 'PIP4K2B--RAD51C']","['THRA--THRA1/BTR', 'VAPB--AL499627.1', 'VAPB--MIR1-1HG-AS1', 'PPP6R3--SHANK2', 'PTRH2--BCAS3', 'CBFA2T2--RPSAP1', 'CBFA2T2--NFATC2', 'GABRB3--RYR3', 'SECTM1--GCGR', 'SCARB2--AL359837.1', 'SCARB2--LARP7P1', 'ASTN2--AL354754.1', 'FBXL20--GALNT17', 'THRA--SKAP1', 'ZNF185--GABRA3', 'ZC3H11A--CNOT6L', 'ZBED6--CNOT6L', 'NUMA1--FCHSD2', 'STX16-NPEPL1--RAE1', 'PSEN2--TRAPPC11', 'PSEN2--AC108477.1', 'BCAS1--B4GALNT2P1', 'BCAS1--B4GALNT2', 'TADA2A--AL589743.4', 'BRD4--RFX1', 'ISY1-RAB43--NECTIN1', 'ISY1--NECTIN1', 'TPD52L2--DNAJC5', 'NCOA2--ZNF704', 'OTOGL--MGAT4C', 'AC104692.2--PSPH', 'DHX40P1--AC005771.1', 'DHX40P1--AC007423.1', 'TRIP12--RREB1', 'LRTOMT--FCHSD2', 'AC025048.4--HEATR6']"
edgren,BT474-S,0.782608695652174,0.32727272727272727,18,23,37,"['RPS6KB1--SNF8', 'VAPB--IKZF3', 'TOB1--SYNRG', 'STX16--RAE1', 'MED1--STXBP4', 'RAB22A--MYO9B', 'STARD3--DOK5', 'DIDO1--TTI1', 'GLB1--CMTM7', 'MED1--ACSF2', 'MED13--BCAS3', 'SKA2--MYO19', 'ACACA--STAC2', 'AHCTF1--NAAA', 'ZMYND8--CEP250', 'LAMP1--MCF2L', 'CPNE1--PI3', 'PIP4K2B--RAD51C']","['THRA--THRA1/BTR', 'STX16-NPEPL1--RAE1', 'FBXL20--GALNT17', 'PSEN2--TRAPPC11', 'PSEN2--AC108477.1', 'CBFA2T2--RPSAP1', 'CBFA2T2--NFATC2', 'FITM2--UQCC1', 'VAPB--AL499627.1', 'VAPB--MIR1-1HG-AS1', 'MEF2D--OR10J1', 'SCARB2--AL359837.1', 'SCARB2--LARP7P1', 'NUMA1--FCHSD2', 'ACSF2--C17orf112', 'ACSF2--MTCO1P40', 'PTRH2--BCAS3', 'BCAS1--B4GALNT2P1', 'BCAS1--B4GALNT2', 'BRD4--RFX1', 'RB1CC1--PDCL2P2', 'RB1CC1--SPDYC', 'TPD52L2--DNAJC5', 'AC104692.2--PSPH', 'PPP6R3--SHANK2', 'SNX25--LINC01353', 'SNX25--LINC01136', 'LRTOMT--FCHSD2', 'POLA2--MAP3K11', 'AP000944.2--MAP3K11', 'RBM12--PI3', 'AC007663.1--DGCR6', 'ZC3H11B--CNOT6L', 'ZNF185--GABRA3', 'BCAS3--AC034268.2', 'GAPDHP40--RN7SL732P', 'GAPDHP40--GAPDHP1']"
edgren,MCF7,0.6,0.20930232558139536,9,15,34,"['BCAS4--BCAS3', 'ARFGEF2--SULF2', 'AC099850.1--VMP1', 'RPS6KB1--VMP1', 'PAPOLA--AK7', 'SMARCA4--CARM1', 'MYO9B--FCHO1', 'SULF2--PRICKLE2', 'ATXN7L3--FAM171A2']","['NCOA3--AL499605.1', 'NCOA3--AL596327.1', 'ATXN7--AL355306.2', 'ATXN7--AL499605.1', 'RSBN1--AP4B1-AS1', 'BCAS3--SNTN', 'BCAS3--AC104162.1', 'PREX1--LINC01754', 'PREX1--RPL35AP', 'PPM1D--USP32', 'LRP1B--PLXDC1', 'FBRSL1--AC079031.2', 'FBRSL1--FBRSL1', 'RSBN1--VAV3', 'BPTF--PITPNC1', 'SULF2--ZNF217', 'FOXA1--TTC6', 'AL499605.1--NCOA3', 'AL596327.1--NCOA3', 'NDFIP2--BCAS2P3', 'NDFIP2--RBM26', 'DDX42--SLC2A10', 'DDX42--RN7SKP33', 'TAF4--BRIP1', 'DYNC1H1--DYNC1H1', 'GCN1--MSI1', 'MFSD4B--AMD1', 'GATAD2B--NUP210L', 'TXLNG--SYAP1', 'MALRD1--PLXDC2', 'CDKN2A--MTAP', 'BRD3--RGS3', 'ATP1A1--ZFP64', 'NAV1--GPR37L1']"
edgren,SKBR3-0,0.5833333333333334,0.28,7,12,18,"['TATDN1--GSDMB', 'CSE1L--AL035685.1', 'CYTH1--EIF3H', 'RARA--PKIA', 'SUMF1--LRRFIP2', 'ANKHD1--PCDH1', 'CCDC85C--SETD3']","['ANKHD1-EIF4EBP3--PCDH1', 'DSP--AL355499.1', 'DSP--AL355499.2', 'ATAD5--TLK2', 'AC138646.1--OSGIN2', 'AC100870.1--OSGIN2', 'TBC1D31--ZNF704', 'MTRNR2L8--MTRNR2L1', 'MTRNR2L10--MTRNR2L1', 'TAF2--COLEC10', 'DIAPH1--GNPDA1', 'STS--AC120338.1', 'STS--VCX', 'HMGA1--HMGA1P5', 'MECOM--LMCD1-AS1', 'TDRP--FBXO25', 'PVT1--LINC00536', 'ACOT8--WASH3P']"
edgren,SKBR3-1,0.8333333333333334,0.3225806451612903,10,12,21,"['TATDN1--GSDMB', 'CYTH1--EIF3H', 'RARA--PKIA', 'ANKHD1--PCDH1', 'SUMF1--LRRFIP2', 'DHX35--ITCH', 'CSE1L--AL035685.1', 'CCDC85C--SETD3', 'PREX1--CPNE1', 'KLHDC2--SNTB1']","['DSP--AL355499.1', 'DSP--AL355499.2', 'ANKHD1-EIF4EBP3--PCDH1', 'BLOC1S6--AKAP13', 'AC090527.2--AKAP13', 'CSE1L--KCNB1', 'TRAM1--AC022730.2', 'TRAM1--AC022730.3', 'NCOA2--CALB1', 'NCOA2--LINC00534', 'AC016734.1--AC092017.1', 'AC016734.1--RCOR3', 'TAF2--COLEC10', 'ACOT8--WASH8P', 'PMS2P3--SPDYE3', 'AC011477.1--MTSS1', 'IQSEC1--IMPDH1P8', 'IQSEC1--GALNT15', 'MZB1--DNAJC18', 'DIAPH1--GNPDA1', 'SAMD12--MRPL13']"
edgren,KPL4,1.0,0.1111111111111111,3,3,24,"['BSG--NFIX', 'NOTCH1--NUP214', 'PPP1R12A--SEPT10']","['SMCHD1--RPL7AP57', 'SMCHD1--NDUFB11P1', 'RNU6ATAC--CACNA1B', 'BX649601.1--CACNA1B', 'C5--C9orf170', 'WASF3--COL5A1', 'NSD2--OR7E43P', 'NSD2--OTOP1', 'INIP--CDC26', 'INIP--C5', 'AC093523.1--C9orf129', 'EHMT1--NTNG2', 'C9orf78--ABCA1', 'MTRNR2L8--MTRNR2L1', 'ZNF676--ZNF536', 'DPY19L1P1--AVL9', 'C5--FAM120A', 'MUC20-OT1--MUC20P1', 'MUC20-OT1--AC233280.19', 'MUC20--MUC20P1', 'MUC20--AC233280.19', 'RBMX--RBMXL1', 'AKR1B10P1--AKR1B10P2', 'CENPX--DUS1L']"
