fusioncatcher,tophat

ntools,lab,cell,accuracy,precision,#TP,#GT,#FP,TP_list,FP_list
1,gray,BT474,0.43478260869565216,0.08403361344537816,10,23,109,"['ZMYND8--CEP250', 'RPS6KB1--SNF8', 'ACACA--STAC2', 'MED1--ACSF2', 'STX16--RAE1', 'VAPB--IKZF3', 'AHCTF1--NAAA', 'MED1--STXBP4', 'TRPC4AP--MRPL45', 'RAB22A--MYO9B']","['THRA--THRA1/BTR', 'RPL19--SET', 'CFL1--RPL19', 'NPEPPS--TBC1D3', 'NCL--ERBB2', 'LASP1--MLLT6', 'RPL19--SUPT16H', 'TPM3--ERBB2', 'ALCAM--MALAT1', 'HSP90AA1--PTMA', 'ZC3H11A--ERBB2', 'CHD4--ERBB2', 'RPL19--HNRNPF', 'AP002990.1--ACTB', 'SRSF3--ERBB2', 'ACACA--YWHAB', 'EIF2AK1--ERBB2', 'ERBB2--GRB7', 'NPM1--SET', 'SNX32--MALAT1', 'CNOT1--ERBB2', 'LASP1--CTNNA1', 'CALCOCO2--ERBB2', 'ERBB2--RAB10', 'NCL--SET', 'DNAJC5--LASP1', 'ETFA--ERBB2', 'NSD1--ERBB2', 'AL121594.1--ERBB2', 'ILF3--ACTB', 'IPO7--ERBB2', 'LASP1--CPSF1', 'CDC42--ERBB2', 'MGST1--ERBB2', 'ENSG00000225972--MALAT1', 'ENSG00000225630--MALAT1', 'ENSG00000248527--MALAT1', 'ENSG00000198744--PDE3A', 'ENSG00000248527--LASP1', 'ENSG00000248527--UBB', 'PCBD2--HFM1', 'HFM1--RNR2', 'HFM1--ENSG00000198804', 'HFM1--RNR1', 'HFM1--ENSG00000198886', 'EEF1AKNMT--RNR1', 'SGPL1--RNR2', 'YWHAB--TSG101', 'TCN1--ENSG00000198888', 'MALAT1--RNR2', 'MALAT1--ENSG00000198712', 'MALAT1--ENSG00000228253', 'MALAT1--ENSG00000212907', 'MALAT1--ENSG00000198763', 'MALAT1--ENSG00000198888', 'MALAT1--ENSG00000198886', 'MALAT1--ENSG00000198786', 'MALAT1--ENSG00000198938', 'MALAT1--ENSG00000198899', 'DLG2--ENSG00000198899', 'DLG2--RNR2', 'PPP1R12A--MGAT4C', 'PDE3A--ENSG00000198763', 'PDE3A--RNR2', 'PDE3A--ENSG00000198938', 'KRT7--RNR2', 'CD63--RNR2', 'LAMP1--RNR2', 'HSP90AA1--ENSG00000198763', 'TRIM37--MYO19', 'RPL19--CATIP-AS2', 'RPL19--NAPEPLD', 'UBB--ENSG00000198804', 'UBB--ENSG00000228253', 'RPL23--ENSG00000198888', 'RPL23--RNR2', 'LASP1--ENSG00000198899', 'LASP1--RNR2', 'RPL19--RNR2', 'ERBB2--ENSG00000198763', 'PHB--ENSG00000198886', 'FLNB--COL5A2', 'GNAQ--ENSG00000214077', 'ANKRD30BL--ENSG00000198899', 'ANKRD30BL--RNR2', 'NCL--ENSG00000198712', 'STX16-NPEPL1--RAE1', 'GNAS--ENSG00000198888', 'GNAS--RNR2', 'DTWD2--ENSG00000198763', 'HSP90AB1--ENSG00000198763', 'HNRNPA2B1--RNR2', 'HNRNPA2B1--ENSG00000198763', 'SLCO5A1--RNR2', 'VPS13B--ENSG00000198727', 'STAU2-AS1--ENSG00000227581', 'VCP--ENSG00000228253', 'SET--ENSG00000198899', 'RNR1--ENSG00000198804', 'RNR1--ENSG00000198938', 'RNR1--ENSG00000198727', 'RNR1--RNR2', 'RNR2--ENSG00000198763', 'RNR2--ENSG00000198804', 'RNR2--ENSG00000228253', 'RNR2--ENSG00000198938', 'RNR2--ENSG00000198712', 'RNR2--ENSG00000198727', 'ENSG00000198695--RNR1']"
1,gray,MCF7,0.4666666666666667,0.056910569105691054,7,15,116,"['BCAS4--BCAS3', 'ARFGEF2--SULF2', 'RPS6KB1--VMP1', 'AHCYL1--RAD51C', 'SMARCA4--CARM1', 'MYH9--EIF3D', 'ADAMTS19--SLC27A6']","['NUMA1--KRT8', 'ATP1A1--ZFP64', 'CHD4--KRT8', 'GSE1--KRT8', 'TKT--KRT8', 'DYNC1H1--KRT8', 'KRT19--UBC', 'AC006064.4--EEF2', 'TPM3--KRT8', 'PLCG1--KRT8', 'NRBP1--KRT8', 'EIF2AK1--KRT8', 'AC021087.5--KRT8', 'GAPDH--RPL18', 'PCBP1-AS1--KRT8', 'GAPDH--RPL37', 'MCM4--KRT8', 'ITGB5--KRT8', 'MTHFD1--KRT8', 'PTPA--KRT8', 'ANXA2--KRT8', 'C1ORF43--KRT8', 'SAE1--KRT8', 'ZC3H11A--KRT8', 'EFTUD2--KRT8', 'RPL21--GNAS', 'GAPDH--RPS21', 'CNOT1--KRT8', 'KRT8--LMAN2', 'GAPDH--RPS19', 'FTX--KRT8', 'PXDN--KRT8', 'CDC42--KRT8', 'ETFA--KRT8', 'PRC1--KRT8', 'BHLHE40--KRT8', 'ATP13A1--KRT8', 'GRB2--CSDE1', 'CELF1--KRT8', 'JAK1--KRT8', 'NCOR1--KRT8', 'PKM--RPS10-NUDT3', 'TANC2--CA4', 'TJP2--KRT8', 'CTCF--KRT8', 'STRN4--KRT8', 'ALDOA--RPL18', 'EHMT1--KRT8', 'FASN--PIEZO1', 'HSD17B4--KRT8', 'ILF3--ACTB', 'MKRN1--KRT8', 'MYO6--KRT8', 'RPS6KB1--CLTC', 'AURKA--KRT8', 'SNX27--KRT8', 'HFM1--RNR2', 'MALAT1--ENSG00000198763', 'MALAT1--RNR2', 'MALAT1--ENSG00000198804', 'MALAT1--ENSG00000198727', 'PDE3A--RNR2', 'CD63--ENSG00000198763', 'HSP90AA1--ENSG00000198886', 'GNAQ--ENSG00000214077', 'ANKRD30BL--ENSG00000198804', 'ANKRD30BL--ENSG00000198712', 'ANKRD30BL--ENSG00000228253', 'GNAS--ENSG00000198888', 'HNRNPA2B1--RNR2', 'HNRNPA2B1--ENSG00000198712', 'RNR2--ENSG00000198727', 'VAV3--RSBN1', 'RSBN1--AP4B1-AS1', 'GATAD2B--NUP210L', 'ENSG00000259349--PLPPR5', 'ATP1A1-AS1--ENSG00000020256', 'CSDE1--ZNF354C', 'DDOST--RNR2', 'CSDE1--RNR2', 'CSDE1--ENSG00000198712', 'CSDE1--ENSG00000198888', 'DSCAML1--TRAPPC4', 'TSG101--YWHAB', 'GCN1--MSI1', 'GAPDH--ADRA1B', 'PABPC1--ENSG00000255642', 'KRT8--RNR2', 'EIF4B--ENSG00000198804', 'FOXA1--TTC6', 'SNX6--RPS19', 'NRL--RNR2', 'ALDOA--ENSG00000198804', 'USP32--PPM1D', 'EIF1--ASAP2', 'ABCA5--PPP4R1L', 'BCAS3--ATXN7', 'DDX5--ENSG00000198899', 'SLC39A6--RNR2', 'TOP1--LOC100128988', 'EEF1A2--ENSG00000198763', 'HACD2--MYLK', 'TBL1XR1--RGS17', 'ENSG00000244342--ASPH', 'MRFAP1--RNR2', 'DEPDC1B--ELOVL7', 'RACK1--FER', 'SLC27A6--ADAMTS19-AS1', 'CANX--RNR2', 'RACK1--RNR2', 'MYO6--SENP6', 'COX6C--ENSG00000198763', 'COX6C--RNR2', 'COX6C--ENSG00000198804', 'RPL8--RNR2', 'ENSG00000198763--RPL36A-HNRNPH2']"
1,gray,SKBR3,0.25,0.05660377358490566,3,12,50,"['TATDN1--GSDMB', 'CYTH1--EIF3H', 'ANKHD1--PCDH1']","['KRT7--RPL19', 'S100A16--RPL19', 'RPL19--SLC3A2', 'RPL19--TPI1', 'AP002990.1--ACTB', 'XBP1--RPL19', 'TKT--ERBB2', 'ERBB2--GRB7', 'RPL19--CALR', 'RAB5C--ERBB2', 'RPL19--HNRNPF', 'GAPDH--RPS19', 'TXNRD1--ERBB2', 'LAMA5--ERBB2', 'APLP2--ACTB', 'GAPDH--RPS21', 'AC093512.2--RPS12', 'P4HB--RPS14', 'COPA--ACTB', 'FTX--ERBB2', 'NDST1--ERBB2', 'HNRNPL--ACTB', 'AC068580.4--MED1', 'ACTB--SREBF1', 'CPNE3--ERBB2', 'AC093512.2--RPL27A', 'ADIPOR1--ACTB', 'CTSD--SENP3-EIF4A1', 'CHD4--ERBB2', 'SLC44A2--ACTB', 'ACTB--FAM120A', 'ANXA7--ERBB2', 'PPIA--SEPTIN9', 'ACTB--CLN3', 'ATP5F1A--ACTB', 'CREB3L4--ERBB2', 'SUSD2--IMPDH1', 'SUSD2--RPL29', 'ACTB--PLEKHB2', 'MYO19--ACTB', 'PAK2--RPL19', 'RPS18--APLP2', 'STRN4--ERBB2', 'TPI1--HSP90AA1', 'PDE3A--ENSG00000198899', 'RPL19--ENSG00000198899', 'CANX--ENSG00000198886', 'IRAK3--RBMS1', 'CYTH1--ENSG00000147677', 'MARCHF6--ENSG00000228253']"
2,gray,BT474,0.21739130434782608,1.0,5,23,0,"['ZMYND8--CEP250', 'RPS6KB1--SNF8', 'ACACA--STAC2', 'MED1--ACSF2', 'VAPB--IKZF3']",[]
2,gray,MCF7,0.2,0.75,3,15,1,"['BCAS4--BCAS3', 'ARFGEF2--SULF2', 'RPS6KB1--VMP1']",['TANC2--CA4']
2,gray,SKBR3,0.16666666666666666,1.0,2,12,0,"['TATDN1--GSDMB', 'CYTH1--EIF3H']",[]
