partner,#_occurences,labs_found_in,cells_found_in,partners
AL159156.1,0,[],[],[]
AC009060.1,0,[],[],[]
TRPC4,0,[],[],[]
INPP5B,0,[],[],[]
AC017083.3,0,[],[],[]
DYRK1A,0,[],[],[]
LINC02142,0,[],[],[]
AGRN,0,[],[],[]
AC022973.2,0,[],[],[]
SH3BGRL2,0,[],[],[]
TMCC1,0,[],[],[]
KLF3,0,[],[],[]
MSR1,0,[],[],[]
SMYD3,0,[],[],[]
TMC7,0,[],[],[]
AC108690.1,0,[],[],[]
LINC01899,0,[],[],[]
PTCHD4,0,[],[],[]
LINC02568,0,[],[],[]
CPLX1,0,[],[],[]
IGH@-ext,0,[],[],[]
AC073968.2,0,[],[],[]
ZNF346,0,[],[],[]
PDE8A,0,[],[],[]
AC010197.1,0,[],[],[]
FAXC,0,[],[],[]
ARLNC1,0,[],[],[]
CASC8,0,[],[],[]
C16orf96,0,[],[],[]
GPI,0,[],[],[]
NUP85,0,[],[],[]
RBM4B,0,[],[],[]
TTC41P,0,[],[],[]
UTP18,0,[],[],[]
LYPD5,0,[],[],[]
KRT18P65,0,[],[],[]
NOL4L,0,[],[],[]
PSMA4,0,[],[],[]
AC108681.1,0,[],[],[]
ACTG1,0,[],[],[]
LINC02428,0,[],[],[]
HIP1,0,[],[],[]
AC020779.2,0,[],[],[]
UQCRC2,0,[],[],[]
AHCY,0,[],[],[]
LINC01986,0,[],[],[]
DPRX,0,[],[],[]
CAPN1,0,[],[],[]
CWC22,0,[],[],[]
CEP112,0,[],[],[]
TCP11L1,0,[],[],[]
TTLL3,0,[],[],[]
SMYD4,0,[],[],[]
SEZ6,0,[],[],[]
DRD4,0,[],[],[]
LITAF,0,[],[],[]
CSNK1D,0,[],[],[]
PVR,0,[],[],[]
DPYSL5,0,[],[],[]
LPXN,0,[],[],[]
SBF2,0,[],[],[]
NCKAP5,0,[],[],[]
AC008438.2,0,[],[],[]
PADI6,0,[],[],[]
GPC3,0,[],[],[]
MCC,0,[],[],[]
PREX1,0,[],[],[]
AP003465.1,0,[],[],[]
PKD1L1,0,[],[],[]
USP31,0,[],[],[]
ARVCF,0,[],[],[]
OSTCP1,0,[],[],[]
CDK12,0,[],[],[]
VMP1,0,[],[],[]
PSMD12,0,[],[],[]
ZNF821,0,[],[],[]
GNAO1,0,[],[],[]
PITPNC1,0,[],[],[]
CDKAL1,0,[],[],[]
AKR1C4,0,[],[],[]
CUEDC1,0,[],[],[]
PHACTR3,0,[],[],[]
ADD1,0,[],[],[]
CES4A,0,[],[],[]
CNR1,0,[],[],[]
GALNS,0,[],[],[]
HMGA2,0,[],[],[]
TNFAIP8,0,[],[],[]
AC022498.1,0,[],[],[]
MPP5,0,[],[],[]
PACS2,0,[],[],[]
PLCL2-AS1,0,[],[],[]
AC106729.1,0,[],[],[]
AL691520.1,0,[],[],[]
LINC01184,0,[],[],[]
OCM,0,[],[],[]
TTLL1,0,[],[],[]
LINC00243,0,[],[],[]
AC018714.2,0,[],[],[]
CCDC192,0,[],[],[]
AC007130.1,0,[],[],[]
FAM234B,0,[],[],[]
RPL13AP20,0,[],[],[]
KRT18,0,[],[],[]
RSPH6A,0,[],[],[]
LINC01836,0,[],[],[]
LINC02340,0,[],[],[]
AFDN,0,[],[],[]
APOH,0,[],[],[]
UPF2,0,[],[],[]
PYGB,0,[],[],[]
LINC01208,0,[],[],[]
SCP2,0,[],[],[]
PRKN,0,[],[],[]
PLCH2,0,[],[],[]
KIF6,0,[],[],[]
RIPPLY3,0,[],[],[]
TRERF1,0,[],[],[]
ORAI1,0,[],[],[]
WEE1,0,[],[],[]
CWC25,0,[],[],[]
DEPTOR,0,[],[],[]
AP005717.2,0,[],[],[]
AC111149.2,0,[],[],[]
AF228727.1,0,[],[],[]
HOXB9,0,[],[],[]
ENPP2,0,[],[],[]
TRAPPC9,0,[],[],[]
TIMM23,0,[],[],[]
AC233699.1,0,[],[],[]
RAB10,0,[],[],[]
AC023794.1,0,[],[],[]
LINC02071,0,[],[],[]
TOP1MT,0,[],[],[]
OPRD1,0,[],[],[]
CCN3,0,[],[],[]
SLC13A2,0,[],[],[]
AL355916.1,0,[],[],[]
TMEM71,0,[],[],[]
TACC1,0,[],[],[]
AC068413.1,0,[],[],[]
AC013652.1,0,[],[],[]
ALK,0,[],[],[]
LINC02649,0,[],[],[]
NPM1P27,0,[],[],[]
SBNO2,0,[],[],[]
LTBP3,0,[],[],[]
TMSB10,0,[],[],[]
TSPAN33,0,[],[],[]
NEBL,0,[],[],[]
DCC,0,[],[],[]
AC005185.1,0,[],[],[]
BAIAP2,0,[],[],[]
BAIAP2L1,0,[],[],[]
NMRK1,0,[],[],[]
PCSK5,0,[],[],[]
EVI5,0,[],[],[]
VSTM4,0,[],[],[]
DOCK3,0,[],[],[]
AC027288.3,0,[],[],[]
AP002381.2,0,[],[],[]
VWA8,0,[],[],[]
AL356489.4,0,[],[],[]
NOP14-AS1,0,[],[],[]
UBE2L5,0,[],[],[]
DLGAP1,0,[],[],[]
ASIC2,0,[],[],[]
TRRAP,0,[],[],[]
LINC01006,0,[],[],[]
EDNRA,0,[],[],[]
SLC1A2,0,[],[],[]
AC015712.1,0,[],[],[]
USP3,0,[],[],[]
STARD9,0,[],[],[]
C5,0,[],[],[]
CHRFAM7A,0,[],[],[]
DAPK2,0,[],[],[]
PLCH1,0,[],[],[]
FRG1KP,0,[],[],[]
SZRD1,0,[],[],[]
SLC25A21,0,[],[],[]
KRAS,0,[],[],[]
RPL31P11,0,[],[],[]
PLEKHS1,0,[],[],[]
TKTL1,0,[],[],[]
AL451067.1,0,[],[],[]
MAP3K5,0,[],[],[]
EDEM2,0,[],[],[]
ALG14,0,[],[],[]
EHMT1,0,[],[],[]
TMEM106B,0,[],[],[]
AC097658.2,0,[],[],[]
CYP4F32P,0,[],[],[]
AC097512.1,0,[],[],[]
USP38,0,[],[],[]
SLC46A1,0,[],[],[]
N4BP2L2,0,[],[],[]
PTPN14,0,[],[],[]
AP003500.1,0,[],[],[]
R3HDML,0,[],[],[]
ENDOV,0,[],[],[]
E2F6,0,[],[],[]
DHX30,0,[],[],[]
TUBA1A,0,[],[],[]
AC121758.1,0,[],[],[]
AC044860.3,0,[],[],[]
SMC2,0,[],[],[]
SLCO3A1,0,[],[],[]
MARCH8,0,[],[],[]
SMTNL1,0,[],[],[]
GEMIN2,0,[],[],[]
MCPH1,0,[],[],[]
LHFPL3,0,[],[],[]
SMCO2,0,[],[],[]
SCUBE2,0,[],[],[]
TM9SF4,0,[],[],[]
NOTCH2,0,[],[],[]
SHISA9,0,[],[],[]
ANKRD40CL,0,[],[],[]
CDH23,0,[],[],[]
TP53I11,0,[],[],[]
AMPD3,0,[],[],[]
AL512310.2,0,[],[],[]
EXOSC10,0,[],[],[]
FP236383.1,0,[],[],[]
CDC16,0,[],[],[]
SUGCT,0,[],[],[]
