ccle,edgren,gcsi,gray,uhn

ndatasets,cell,accuracy,precision,#TP,#GT,#FP,TP_list,FP_list
3,MCF7,0.8,0.3076923076923077,12,15,27,"['BCAS4--BCAS3', 'ARFGEF2--SULF2', 'RPS6KB1--VMP1', 'RPS6KB1--DIAPH3', 'PAPOLA--AK7', 'ADAMTS19--SLC27A6', 'SMARCA4--CARM1', 'AC099850.1--VMP1', 'MYO9B--FCHO1', 'ATXN7L3--FAM171A2', 'AHCYL1--RAD51C', 'SULF2--PRICKLE2']","['TXLNG--SYAP1', 'TANC2--CA4', 'GCN1--MSI1', 'DEPDC1B--ELOVL7', 'POP1--MATN2', 'RSBN1--AP4B1-AS1', 'TAF4--BRIP1', 'MYO6--SENP6', 'ELP2--FP236383.1', 'SMARCC1--EMCN', 'NAV1--GPR37L1', 'ABCA5--PPP4R1L', 'ESR1--CCDC170', 'ATP1A1--ZFP64', 'EIF3H--RAD21', 'AC011921.1--PLPPR5', 'GATAD2B--NUP210L', 'TBL1XR1--RGS17', 'RAD51C--ATXN7', 'TTC6--AL121790.1', 'MTAP--CDKN2B-AS1', 'BCAS3--ATXN7', 'BMERB1--ABCC1', 'ATP9A--AL357558.2', 'PARD6B--BCAS3', 'DENND2C--AC005914.1', 'HIPK1--DENND2C']"
3,SKBR3,0.75,0.5294117647058824,9,12,8,"['TATDN1--GSDMB', 'CYTH1--EIF3H', 'SUMF1--LRRFIP2', 'PREX1--CPNE1', 'CSE1L--AL035685.1', 'RARA--PKIA', 'KLHDC2--SNTB1', 'CCDC85C--SETD3', 'DHX35--ITCH']","['ANKHD1-EIF4EBP3--PCDH1', 'ACOT8--WASH3P', 'TAF2--COLEC10', 'ATAD5--TLK2', 'VSTM2L--CTNNBL1', 'SAMD12--MRPL13', 'TBC1D31--ZNF704', 'TRIO--FBXL7']"
4,BT474,0.8695652173913043,0.7692307692307693,20,23,6,"['THRA--AC090627.1', 'ZMYND8--CEP250', 'ACACA--STAC2', 'RPS6KB1--SNF8', 'TOB1--SYNRG', 'STX16--RAE1', 'TRPC4AP--MRPL45', 'MED1--STXBP4', 'AHCTF1--NAAA', 'STARD3--DOK5', 'RAB22A--MYO9B', 'MED1--ACSF2', 'GLB1--CMTM7', 'VAPB--IKZF3', 'FAM102A--CIZ1', 'MED13--BCAS3', 'PIP4K2B--RAD51C', 'SKA2--MYO19', 'USP32--MED1', 'DIDO1--TTI1']","['ASTN2--AL354754.1', 'FITM2--UQCC1', 'MEF2D--OR10J1', 'PPP1R12A--MGAT4C', 'TRIM37--MYO19', 'BCAS3--AC034268.2']"
4,KPL4,0.0,0,0,3,0,[],[]
4,MCF7,0.7333333333333333,0.3793103448275862,11,15,18,"['BCAS4--BCAS3', 'ARFGEF2--SULF2', 'RPS6KB1--VMP1', 'RPS6KB1--DIAPH3', 'PAPOLA--AK7', 'ADAMTS19--SLC27A6', 'SMARCA4--CARM1', 'AC099850.1--VMP1', 'MYO9B--FCHO1', 'AHCYL1--RAD51C', 'SULF2--PRICKLE2']","['TXLNG--SYAP1', 'TANC2--CA4', 'GCN1--MSI1', 'DEPDC1B--ELOVL7', 'RSBN1--AP4B1-AS1', 'TAF4--BRIP1', 'MYO6--SENP6', 'ELP2--FP236383.1', 'SMARCC1--EMCN', 'NAV1--GPR37L1', 'ABCA5--PPP4R1L', 'ESR1--CCDC170', 'ATP1A1--ZFP64', 'EIF3H--RAD21', 'AC011921.1--PLPPR5', 'GATAD2B--NUP210L', 'TBL1XR1--RGS17', 'MTAP--CDKN2B-AS1']"
4,SKBR3,0.6666666666666666,0.6666666666666666,8,12,4,"['TATDN1--GSDMB', 'CYTH1--EIF3H', 'SUMF1--LRRFIP2', 'CSE1L--AL035685.1', 'RARA--PKIA', 'KLHDC2--SNTB1', 'CCDC85C--SETD3', 'DHX35--ITCH']","['ANKHD1-EIF4EBP3--PCDH1', 'ACOT8--WASH3P', 'VSTM2L--CTNNBL1', 'TBC1D31--ZNF704']"
5,BT474,0.6956521739130435,0.9411764705882353,16,23,1,"['THRA--AC090627.1', 'ZMYND8--CEP250', 'ACACA--STAC2', 'RPS6KB1--SNF8', 'TOB1--SYNRG', 'STX16--RAE1', 'TRPC4AP--MRPL45', 'MED1--STXBP4', 'AHCTF1--NAAA', 'RAB22A--MYO9B', 'MED1--ACSF2', 'GLB1--CMTM7', 'VAPB--IKZF3', 'MED13--BCAS3', 'PIP4K2B--RAD51C', 'SKA2--MYO19']",['MEF2D--OR10J1']
5,KPL4,0.0,0,0,3,0,[],[]
5,MCF7,0.5333333333333333,0.7272727272727273,8,15,3,"['BCAS4--BCAS3', 'ARFGEF2--SULF2', 'RPS6KB1--VMP1', 'PAPOLA--AK7', 'ADAMTS19--SLC27A6', 'SMARCA4--CARM1', 'AC099850.1--VMP1', 'MYO9B--FCHO1']","['TXLNG--SYAP1', 'RSBN1--AP4B1-AS1', 'ATP1A1--ZFP64']"
5,SKBR3,0.5833333333333334,0.7777777777777778,7,12,2,"['TATDN1--GSDMB', 'CYTH1--EIF3H', 'SUMF1--LRRFIP2', 'CSE1L--AL035685.1', 'KLHDC2--SNTB1', 'CCDC85C--SETD3', 'DHX35--ITCH']","['ANKHD1-EIF4EBP3--PCDH1', 'VSTM2L--CTNNBL1']"
