ccle,edgren,gcsi,gray,uhn

ndatasets,cell,accuracy,precision,#TP,#GT,#FP,TP_list,FP_list
3,MCF7,0.4666666666666667,0.21212121212121213,7,15,26,"['AHCYL1--RAD51C', 'PAPOLA--AK7', 'RPS6KB1--VMP1', 'BCAS4--BCAS3', 'SMARCA4--CARM1', 'ARFGEF2--SULF2', 'ADAMTS19--SLC27A6']","['STIP1--ENSG00000225536', 'IRAK3--RBMS1', 'GNAQ--ENSG00000214077', 'ENSG00000250859--HNRNPK', 'FBXO42--SZRD1', 'VAV3--RSBN1', 'RSBN1--AP4B1-AS1', 'HIPK1--DENND2C', 'GATAD2B--NUP210L', 'ENSG00000259349--PLPPR5', 'ATP1A1-AS1--ENSG00000020256', 'BEND7--PRPF18', 'DSCAML1--TRAPPC4', 'GCN1--MSI1', 'FOXA1--TTC6', 'TANC2--CA4', 'USP32--PPM1D', 'TBX2-AS1--UBE2V1', 'SULF2--ENSG00000171940', 'SULF2--PRICKLE2-AS1', 'DEPDC1B--ELOVL7', 'SLC27A6--ADAMTS19-AS1', 'MYO6--SENP6', 'ESR1--CCDC170', 'ENSG00000254024--GRHL2', 'TXLNG--SYAP1']"
3,SKBR3,0.4166666666666667,0.7142857142857143,5,12,2,"['TATDN1--GSDMB', 'RARA--PKIA', 'CYTH1--EIF3H', 'SUMF1--LRRFIP2', 'ANKHD1--PCDH1']","['CYTH1--ENSG00000147677', 'SAMD12--MRPL13']"
4,BT474,0.43478260869565216,0.6666666666666666,10,23,5,"['SKA2--MYO19', 'ACACA--STAC2', 'TOB1--SYNRG', 'MED1--ACSF2', 'MED1--STXBP4', 'RPS6KB1--SNF8', 'TRPC4AP--MRPL45', 'VAPB--IKZF3', 'RAB22A--MYO9B', 'ZMYND8--CEP250']","['PPP1R12A--MGAT4C', 'PDE3A--RNR2', 'TRIM37--MYO19', 'GNAQ--ENSG00000214077', 'STX16-NPEPL1--RAE1']"
4,KPL4,0.0,0,0,3,0,[],[]
4,MCF7,0.3333333333333333,0.2777777777777778,5,15,13,"['RPS6KB1--VMP1', 'BCAS4--BCAS3', 'SMARCA4--CARM1', 'ARFGEF2--SULF2', 'ADAMTS19--SLC27A6']","['GNAQ--ENSG00000214077', 'VAV3--RSBN1', 'RSBN1--AP4B1-AS1', 'ENSG00000259349--PLPPR5', 'ATP1A1-AS1--ENSG00000020256', 'DSCAML1--TRAPPC4', 'GCN1--MSI1', 'FOXA1--TTC6', 'TANC2--CA4', 'USP32--PPM1D', 'DEPDC1B--ELOVL7', 'SLC27A6--ADAMTS19-AS1', 'MYO6--SENP6']"
4,SKBR3,0.25,0.75,3,12,1,"['TATDN1--GSDMB', 'RARA--PKIA', 'CYTH1--EIF3H']",['CYTH1--ENSG00000147677']
5,BT474,0.13043478260869565,1.0,3,23,0,"['ACACA--STAC2', 'MED1--STXBP4', 'VAPB--IKZF3']",[]
5,KPL4,0.0,0,0,3,0,[],[]
5,MCF7,0.13333333333333333,0.6666666666666666,2,15,1,"['BCAS4--BCAS3', 'ARFGEF2--SULF2']",['FOXA1--TTC6']
5,SKBR3,0.08333333333333333,1.0,1,12,0,['TATDN1--GSDMB'],[]
