ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.3103864734299517,0.08946450375021804,16,50,186
2,0.17463768115942027,0.29945054945054944,9,50,27
3,0.049999999999999996,0.39999999999999997,2,50,6
