ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.6620772946859903,0.10444693367303981,35,50,373
2,0.6253623188405797,0.3539932161578785,33,50,74
3,0.4328502415458937,0.5055555555555555,23,50,33
