ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.6620772946859903,0.10522929877768587,35,50,372
2,0.547584541062802,0.3779050669294572,30,50,64
3,0.2159420289855072,0.7962962962962963,12,50,3
