ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8577294685990339,0.2827234849631266,44,50,135
2,0.8355072463768116,0.4236698963114058,43,50,67
3,0.778743961352657,0.5288749564611633,40,50,37
