ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8577294685990339,0.3103919264390566,44,50,125
2,0.8077294685990338,0.5010964912280702,42,50,44
3,0.6275362318840579,0.7387057387057386,33,50,10
