ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.6620772946859903,0.09280005708577137,35,50,459
2,0.6198067632850242,0.3695732838589982,33,50,81
3,0.2971014492753623,0.5099415204678363,16,50,21
