ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8577294685990339,0.2958958958958959,44,50,127
2,0.7710144927536232,0.5683634373289546,40,50,36
3,0.5485507246376812,0.7768157768157767,29,50,7
