ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8710144927536233,0.05170096403411198,44,50,867
2,0.8710144927536233,0.14328052042250328,44,50,325
3,0.7497584541062802,0.2545097068690535,38,50,156
