ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8577294685990339,0.27216446897037194,44,50,126
2,0.8577294685990339,0.4412087912087912,44,50,57
3,0.7198067632850241,0.6454980842911878,37,50,26
