ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8487922705314009,0.06369558663538294,43,50,703
2,0.7920289855072463,0.1758764111705288,40,50,243
3,0.6118357487922705,0.39832007073386383,31,50,51
