ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8577294685990339,0.30126633986928103,44,50,107
2,0.8210144927536231,0.5785714285714286,42,50,35
3,0.577536231884058,0.7805194805194806,31,50,7
