ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8710144927536233,0.07154470908590765,44,50,651
2,0.7920289855072463,0.22082321187584344,40,50,181
3,0.5840579710144927,0.42806442806442807,30,50,45
