ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.7654589371980677,0.061107713514667907,40,50,709
2,0.2669082125603865,0.3134920634920635,13,50,30
3,0.022222222222222223,0.16666666666666666,1,50,3
