ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8710144927536233,0.05860103390622507,44,50,754
2,0.8342995169082127,0.1686936234595706,42,50,267
3,0.6929951690821256,0.2984961592556529,35,50,135
