ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.6620772946859903,0.14295671348914923,35,50,384
2,0.4973429951690822,0.43841320311908544,26,50,52
3,0.2826086956521739,0.5370370370370371,15,50,18
