ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8710144927536233,0.06724599038500384,44,50,652
2,0.8142512077294687,0.20518993075778166,41,50,192
3,0.5840579710144927,0.38887337707664393,30,50,50
