ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8577294685990339,0.2585676499338739,44,50,144
2,0.8355072463768116,0.4578231292517007,43,50,59
3,0.6630434782608696,0.6279461279461279,34,50,27
