ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.7509661835748793,0.07883920702712649,39,50,614
2,0.25362318840579706,0.5606060606060607,13,50,13
3,0.044444444444444446,0.3333333333333333,2,50,2
