ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.6475845410628019,0.11471367878970729,34,50,291
2,0.4260869565217391,0.49102564102564106,22,50,37
3,0.15917874396135265,0.8412698412698413,9,50,2
