ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8432367149758454,0.03529541708841242,43,50,1193
2,0.7142512077294686,0.27321385902031065,37,50,118
3,0.09444444444444444,0.6666666666666666,4,50,3
