ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8432367149758454,0.05444665303947282,43,50,834
2,0.26038647342995164,0.3796296296296296,14,50,24
3,0.11570048309178743,0.7000000000000001,6,50,3
