ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8577294685990339,0.2733918128654971,44,50,139
2,0.8577294685990339,0.4873737373737374,44,50,51
3,0.6630434782608696,0.5908212560386473,34,50,29
