ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8432367149758454,0.053210784313725494,43,50,861
2,0.24468599033816427,0.29004329004329005,12,50,38
3,0.049999999999999996,0.4166666666666667,2,50,5
