ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8577294685990339,0.31230542507138254,44,50,110
2,0.8355072463768116,0.45898530109056423,43,50,51
3,0.6565217391304348,0.7898550724637681,35,50,8
