ndatasets,accuracy,precision,#Total-TP,#Total-GT,#Total-FP
1,0.8432367149758454,0.05989262172623277,43,50,772
2,0.21690821256038648,0.4305555555555556,11,50,17
3,0.07222222222222223,0.6666666666666666,3,50,2
